,date_dt,city_code,district_code,city_district_code,dwell,flow_in,flow_out
34,20170601,58a33c947775af5de36841c9f553317d,f00afa5a46437b6b6d945a93d4fc3437,58a33c947775af5de36841c9f553317df00afa5a46437b6b6d945a93d4fc3437,103.25666148534971,67.01655110583278,64.50739647554012
101,20170602,58a33c947775af5de36841c9f553317d,f00afa5a46437b6b6d945a93d4fc3437,58a33c947775af5de36841c9f553317df00afa5a46437b6b6d945a93d4fc3437,96.85860826332735,59.67247090603188,60.85427691519524
252,20170603,58a33c947775af5de36841c9f553317d,f00afa5a46437b6b6d945a93d4fc3437,58a33c947775af5de36841c9f553317df00afa5a46437b6b6d945a93d4fc3437,96.9401121260283,62.95591223198328,62.95300137974397
381,20170604,58a33c947775af5de36841c9f553317d,f00afa5a46437b6b6d945a93d4fc3437,58a33c947775af5de36841c9f553317df00afa5a46437b6b6d945a93d4fc3437,99.45799931303888,58.38878506849235,57.928870414680006
405,20170605,58a33c947775af5de36841c9f553317d,f00afa5a46437b6b6d945a93d4fc3437,58a33c947775af5de36841c9f553317df00afa5a46437b6b6d945a93d4fc3437,101.00366185211708,60.7232885644259,60.98526526596457
507,20170606,58a33c947775af5de36841c9f553317d,f00afa5a46437b6b6d945a93d4fc3437,58a33c947775af5de36841c9f553317df00afa5a46437b6b6d945a93d4fc3437,98.45957699495258,58.43244785208213,58.91564932380904
589,20170607,58a33c947775af5de36841c9f553317d,f00afa5a46437b6b6d945a93d4fc3437,58a33c947775af5de36841c9f553317df00afa5a46437b6b6d945a93d4fc3437,95.88638361539492,58.5983664297233,58.09478899232118
714,20170608,58a33c947775af5de36841c9f553317d,f00afa5a46437b6b6d945a93d4fc3437,58a33c947775af5de36841c9f553317df00afa5a46437b6b6d945a93d4fc3437,100.33998754155243,64.40551664716396,64.50739647554012
785,20170609,58a33c947775af5de36841c9f553317d,f00afa5a46437b6b6d945a93d4fc3437,58a33c947775af5de36841c9f553317df00afa5a46437b6b6d945a93d4fc3437,100.80863475208271,62.82492388121395,62.92971456182941
970,20170610,58a33c947775af5de36841c9f553317d,f00afa5a46437b6b6d945a93d4fc3437,58a33c947775af5de36841c9f553317df00afa5a46437b6b6d945a93d4fc3437,96.63447264089982,61.730443439230136,63.23244319471856
1002,20170611,58a33c947775af5de36841c9f553317d,f00afa5a46437b6b6d945a93d4fc3437,58a33c947775af5de36841c9f553317df00afa5a46437b6b6d945a93d4fc3437,89.9104039680738,57.09927752647421,57.89976189228682
