,date_dt,city_code,district_code,city_district_code,dwell,flow_in,flow_out
23,20170601,3f7f0ce35d6d0a08377eb2efe2189f4f,8e45a723ac5d47626151b4f0759d343e,3f7f0ce35d6d0a08377eb2efe2189f4f8e45a723ac5d47626151b4f0759d343e,35.09032374498606,34.211246368711834,30.3776539695292
132,20170602,3f7f0ce35d6d0a08377eb2efe2189f4f,8e45a723ac5d47626151b4f0759d343e,3f7f0ce35d6d0a08377eb2efe2189f4f8e45a723ac5d47626151b4f0759d343e,35.83259106601231,33.940537110455196,30.395119082965113
231,20170603,3f7f0ce35d6d0a08377eb2efe2189f4f,8e45a723ac5d47626151b4f0759d343e,3f7f0ce35d6d0a08377eb2efe2189f4f8e45a723ac5d47626151b4f0759d343e,35.37267641219997,38.63283092023683,35.841323622730265
299,20170604,3f7f0ce35d6d0a08377eb2efe2189f4f,8e45a723ac5d47626151b4f0759d343e,3f7f0ce35d6d0a08377eb2efe2189f4f8e45a723ac5d47626151b4f0759d343e,34.778862555378964,35.171827607686986,31.556549126453252
458,20170605,3f7f0ce35d6d0a08377eb2efe2189f4f,8e45a723ac5d47626151b4f0759d343e,3f7f0ce35d6d0a08377eb2efe2189f4f8e45a723ac5d47626151b4f0759d343e,30.593057035238786,26.02010816726921,24.66656187598605
565,20170606,3f7f0ce35d6d0a08377eb2efe2189f4f,8e45a723ac5d47626151b4f0759d343e,3f7f0ce35d6d0a08377eb2efe2189f4f8e45a723ac5d47626151b4f0759d343e,22.137031280018167,19.587124718375048,19.351345686990236
605,20170607,3f7f0ce35d6d0a08377eb2efe2189f4f,8e45a723ac5d47626151b4f0759d343e,3f7f0ce35d6d0a08377eb2efe2189f4f8e45a723ac5d47626151b4f0759d343e,20.786395840974322,18.98748915707541,18.18409393902347
721,20170608,3f7f0ce35d6d0a08377eb2efe2189f4f,8e45a723ac5d47626151b4f0759d343e,3f7f0ce35d6d0a08377eb2efe2189f4f8e45a723ac5d47626151b4f0759d343e,26.39851895838064,25.798883397081,22.76577536371099
876,20170609,3f7f0ce35d6d0a08377eb2efe2189f4f,8e45a723ac5d47626151b4f0759d343e,3f7f0ce35d6d0a08377eb2efe2189f4f8e45a723ac5d47626151b4f0759d343e,36.91833895127816,35.07285863155015,32.49384354751384
893,20170610,3f7f0ce35d6d0a08377eb2efe2189f4f,8e45a723ac5d47626151b4f0759d343e,3f7f0ce35d6d0a08377eb2efe2189f4f8e45a723ac5d47626151b4f0759d343e,35.42798260474702,34.14138591496819,35.56770351223433
